index,percentage_docks_available
0,0.8131422475174394
1,0.6353850599144132
2,0.587377729571524
3,0.6917560959214246
4,0.7980991758242958
5,0.2718461922081852
6,0.5530141467392828
7,0.5981988050818948
8,0.8005175773350841
9,0.7951609994026967
10,0.6253858490502417
11,0.5546651001500292
12,0.6047108522014717
13,0.8850564377475203
14,0.5521262425274877
15,0.8223184684868888
16,0.7410829673716033
17,0.6155198458475882
18,0.5167787496373367
19,0.7806178353399694
20,0.349983253388422
21,0.7000732550449427
22,0.8220150910329643
23,0.5062756309882477
24,0.8131613282455311
25,0.804392080919462
26,0.5369585846530314
27,0.7314642837741214
28,0.9185179247562921
29,0.2441821646096523
30,0.843985049452366
31,0.12132493002563878
32,0.7317491332674656
33,0.1168955980652107
34,0.8881251509903864
35,0.641981321404146
36,0.28414488023149626
37,0.48709839106280756
38,0.4976002660280508
39,0.6937791268262169
40,0.26057624553545133
41,0.8670314903023907
42,0.5875761578354053
43,0.188954966230449
44,0.6923649193914337
45,0.6414918858120588
46,0.29667431456725524
47,0.7917735402105788
48,0.8643395882452278
49,0.9102463404366122
50,0.7302829437334315
51,0.25811439579811934
52,0.5493657171534566
53,0.2537771952959125
54,0.8850564377475203
55,0.23094689238324845
56,0.6880689307690516
57,0.7153957432538983
58,0.7657211224187618
59,0.6064038391673409
60,0.47837643321232026
61,0.7714968003830652
62,0.5281401147345791
63,0.1628347505700945
64,0.627681014826671
65,0.8896757061493774
66,0.8881251509903864
67,0.7376059352170916
68,0.3945962975519096
69,0.29998058303064196
70,0.6277234312169535
71,0.6835786497816302
72,0.9167564132677263
73,0.20503665435393478
74,0.07554798257999616
75,0.6693443054990377
76,0.5419430161016305
77,0.7211438422402812
78,0.6524710400389796
79,0.2411397916084507
80,0.16572474080363875
81,0.5541792150142729
82,0.8182648030409143
83,0.27823844501508427
84,0.628780754210796
85,0.8541104550351649
86,0.5803796334218938
87,0.4853992792809923
88,0.754022611224882
89,0.9339938700813907
90,0.4753918589361741
91,0.5626836886332829
92,0.40179069539623546
93,0.8887391246509534
94,0.8541104550351649
95,0.192883579091776
96,0.5864071981193347
97,0.9199016432044661
98,0.18894259652903606
99,0.2563198938228281
100,0.7020587751653987
101,0.8916595292561132
102,0.5232634839884934
103,0.5567960069176067
104,0.18931287293505672
105,0.5896577346249696
106,0.788280815272871
107,0.5162571651389566
108,0.17683060950649826
109,0.6203625740129449
110,0.2264970914017292
111,0.10986919811368705
112,0.7406893741476747
113,0.6455282431163915
114,0.17443869735668194
115,0.6917507066020011
116,0.4220913658578952
117,0.7661548842312762
118,0.7192322078611949
119,0.4288415047630016
120,0.7132009584959813
121,0.30794602199008353
122,0.821368742005113
123,0.5450648791921364
124,0.3316225604407903
125,0.754181535566682
126,0.8284875723788586
127,0.9129161682686336
128,0.7875879105080185
129,0.3068251685944136
130,0.7816204772139704
131,0.22286574495790923
132,0.7547956485465954
133,0.24256185791418244
134,0.22892718874057502
135,0.5379960068108811
136,0.5356226518128071
137,0.3700032447294598
138,0.6621719072128591
139,0.8271059029481996
140,0.5184595125871732
141,0.9129161682686336
142,0.6277153084033354
143,0.29558794827238344
144,0.07505919285713918
145,0.5343298486218612
146,0.6199851339049516
147,0.4620609776628964
148,0.9087593294877682
149,0.9110739857189467
150,0.7466887849915079
151,0.8727244084636702
152,0.24437295796624223
153,0.8384190424480261
154,0.7189132529030614
155,0.7190710528090368
156,0.5575964328715344
157,0.8658766082110513
158,0.42372115541307487
159,0.6064139563385459
160,0.8270080312345504
161,0.7139667446848501
162,0.6042407577891001
163,0.7742127491224732
164,0.5516111858376163
165,0.4071081624817991
166,0.790852460710295
167,0.3590849737672361
168,0.8810393072468368
169,0.17501641622302613
170,0.468138290348217
171,0.7297346575062019
172,0.542183690389565
173,0.7194348179799626
174,0.6545996826779326
175,0.22517946353220353
176,0.3336110316692295
177,0.708705776120779
178,0.20675299491209773
179,0.6874861555394394
180,0.8423818423192522
181,0.8903010802342668
182,0.6878991161389598
183,0.8761615218581922
184,0.2009659826800848
185,0.5310746614176786
186,0.6608529298069157
187,0.27254019577126404
188,0.44243193723047225
189,0.8727244084636702
190,0.29558794827238344
191,0.8137576770775564
192,0.5245334571738681
193,0.6746889765425851
194,0.9324020980190303
195,0.9102463404366122
196,0.43706781330447075
197,0.2761046685357672
198,0.25853386467075107
199,0.36505314361050456
200,0.5350179897692767
201,0.2411397916084507
202,0.21480276105097698
203,0.6942761297913883
204,0.4009091778101318
205,0.6839215651284914
206,0.8074748724590484
207,0.9129161682686336
208,0.07330528645251408
209,0.48693234228244436
210,0.5370182209907003
211,0.8850564377475203
212,0.8700191435225094
213,0.8807923485313338
214,0.5806760968179561
215,0.5928182957253278
216,0.39798208803618756
217,0.5181724788921034
218,0.7507709636534925
219,0.8239416242852388
220,0.8881251509903864
221,0.9141816305187073
222,0.52093760938866
223,0.3590849737672361
224,0.1785696971465806
225,0.3909856201666438
226,0.3941060281984915
227,0.34976480377066993
228,0.5967762492879932
229,0.5840707601506819
230,0.43958782793904194
231,0.6286016890656502
232,0.8503930754849897
233,0.722424224475822
234,0.18754877328687058
235,0.6702676258661732
236,0.5409904865222822
237,0.3888047534541289
238,0.7281105091001039
239,0.5171229427590771
240,0.20684377184574315
241,0.8495127634520064
242,0.7993617471955099
243,0.6176949293645857
244,0.2204128483178305
245,0.21949481657336334
246,0.39905643159656956
247,0.7515928625779007
248,0.7543979593152613
249,0.44430263578709683
250,0.24338597900820108
251,0.5322153977653474
252,0.7301738381019615
253,0.667131528489148
254,0.2682077192960711
255,0.30966524317645716
256,0.7323525761044194
257,0.7238558972673544
258,0.7714366716545876
259,0.2563892178426867
260,0.08143841099400519
261,0.8700191435225094
262,0.9003190171027913
263,0.2696313776886519
264,0.5661991411086756
265,0.8120841545101012
266,0.6116438427846767
267,0.6772876149009477
268,0.8675755023227503
269,0.8349122358048018
270,0.8535530905292534
271,0.6636101223523014
272,0.8552830841222157
273,0.9108738769085808
274,0.7540117688905965
275,0.5821654523503212
276,0.28116944121584436
277,0.2203631807485621
278,0.33178758880604936
279,0.16622326408381802
280,0.9141816305187073
281,0.4626118186399173
282,0.3664993040432392
283,0.9339938700813907
284,0.3622735381432397
285,0.7728364124817927
286,0.41163584482699733
287,0.2441821646096523
288,0.4513624111281303
289,0.8807923485313338
290,0.5280629179588785
291,0.5529514097730294
292,0.48037546717542295
293,0.7495188013351084
294,0.14409353702520342
295,0.761335118222409
296,0.5916335953201591
297,0.9192712933141998
298,0.8039992317798632
299,0.14801353394469738
300,0.6247205314467222
301,0.2151429086805252
302,0.5756602164305822
303,0.4494640268145511
304,0.4430461094815931
305,0.6377059012588389
306,0.5206206223920594
307,0.6005501909623743
308,0.796529940286354
309,0.24809624437108235
310,0.8349122358048018
311,0.6517808791052044
312,0.8525816461309724
313,0.8777487538703296
314,0.4589896653405348
315,0.22662464936110496
316,0.82707611085116
317,0.39977535871756353
318,0.8458566141971591
319,0.7583440620054495
320,0.47519672600601987
321,0.8183197692314204
322,0.4082013878314628
323,0.5762725321654482
324,0.26734938474188624
325,0.5300193713099046
326,0.7608432327237638
327,0.38635630005734173
328,0.31343529915384943
329,0.7468795665206807
330,0.3137706590171985
331,0.7984678502583092
332,0.2151429086805252
333,0.8267566874363959
334,0.7798208424439927
335,0.8990908147082531
336,0.2929513547766805
337,0.6099203969582297
338,0.7896976740332623
339,0.6676858089046871
340,0.3811136383959213
341,0.5188436249186771
342,0.8492384660189221
343,0.5173087987037503
344,0.36496867276024597
345,0.20709336915223678
346,0.2268631573744017
347,0.6661653486924777
348,0.5227497944449548
349,0.7323525761044194
350,0.627681014826671
351,0.8182068657729947
352,0.6167035283107611
353,0.7496028776715306
354,0.8918078378938195
355,0.1574033593707869
356,0.6059167469210825
357,0.2197747582054264
358,0.6433317434110278
359,0.8869606491082384
360,0.48578106189134845
361,0.8541104550351649
362,0.790852460710295
363,0.6722857945475104
364,0.12242788294570274
365,0.4568591682732981
366,0.32956701890266143
367,0.27330593794425717
368,0.07813828367955787
369,0.5246557284564599
370,0.683780302194321
371,0.4905043579014918
372,0.07820512262622346
373,0.9102463404366122
374,0.10892580164604082
375,0.6920578000436054
376,0.8058749723983563
377,0.5665582971170068
378,0.3713602985716132
379,0.4458666701067275
380,0.6038452589287572
381,0.5877041203967107
382,0.2934354392805111
383,0.6196658636235378
384,0.8403199504318556
385,0.6835786497816302
386,0.5104386891783516
387,0.14184142904980687
388,0.7042009256405456
389,0.7099041071886828
390,0.7265803226458486
391,0.10949505226359653
392,0.41163584482699733
393,0.1558107153562837
394,0.7219244529659433
395,0.6331461686032319
396,0.7928725132184392
397,0.5339121245182133
398,0.7305719863684377
399,0.7499799305198126
400,0.457185718363529
401,0.8164780824603912
402,0.4570741254203559
403,0.0739289230306218
404,0.7279596040228398
405,0.6359502899895709
406,0.8316105251188708
407,0.37413196041242686
408,0.31521051287642804
409,0.47837643321232026
410,0.4071081624817991
411,0.6051256800504231
412,0.7951609994026967
413,0.8754869792103139
414,0.8850564377475203
415,0.17096004231564474
416,0.3501894733422288
417,0.23504168791278807
418,0.5744100499940343
419,0.5296565052298151
420,0.44869257268547164
421,0.7511364524335445
422,0.07704035684369871
423,0.44610557088213526
424,0.6403776933863363
425,0.18054342237043325
426,0.08512979422930456
427,0.7905725988828374
428,0.6492006005984003
429,0.8934995154468691
430,0.45614318161703993
431,0.5596369188417929
432,0.11816827134892925
433,0.3088706706662475
434,0.7348119666473086
435,0.7802075453645485
436,0.7732565378130302
437,0.18610101367411455
438,0.6822921743958299
439,0.10986919811368705
440,0.7691775995749273
441,0.10237034074619383
442,0.7138176925042062
443,0.7587510167043823
444,0.8869606491082384
445,0.9102463404366122
446,0.5386766531478898
447,0.2723645344597852
448,0.10986919811368705
449,0.6448440589103535
450,0.23055834106592143
451,0.15716074087105966
452,0.8859930192459443
453,0.7900226102331194
454,0.8481590296658765
455,0.4285723870440899
456,0.4673146662248145
457,0.275692114440319
458,0.9006844882143324
459,0.8771876752103189
460,0.8887391246509534
461,0.8446366488157009
462,0.8859930192459443
463,0.4100603189317731
464,0.8446366488157009
465,0.6964036367226135
466,0.5044491781430203
467,0.2254950830104759
468,0.4568591682732981
469,0.3950367295588047
470,0.7343852588373162
471,0.14119569576633764
472,0.8083518773732069
473,0.6287211777425635
474,0.627681014826671
475,0.6327188927333903
476,0.40677828016004797
477,0.7185406247640818
478,0.33805419810431014
479,0.3419930527652777
480,0.5656173656551656
481,0.1817656552288389
482,0.8368515088498761
483,0.29764494114191514
484,0.32518868778018456
485,0.8164780824603912
486,0.7831321137466342
487,0.7648492304062451
488,0.4817374891369168
489,0.6524710400389796
490,0.9141816305187073
491,0.6906958855642257
492,0.157223158105767
493,0.12847849908281328
494,0.6479325460456526
495,0.08143841099400519
496,0.5914886352077992
497,0.2411397916084507
498,0.8503930754849897
499,0.6506321800992665
500,0.17938291590128
501,0.49550737971686437
502,0.2151429086805252
503,0.5537350838650373
504,0.7250032490411447
505,0.7333157072179023
506,0.21282095059719672
507,0.7994123492988128
508,0.5693952723867028
509,0.2819467659890256
510,0.6039705817239897
511,0.8309099037568629
512,0.628780754210796
513,0.49978132121396196
514,0.3203198855109521
515,0.627681014826671
516,0.263023908550655
517,0.6910685350518173
518,0.3849391992967758
519,0.852179962037051
520,0.4540683332719152
521,0.6701122806524175
522,0.9211671054545397
523,0.20722424398275507
524,0.41163584482699733
525,0.7830911582336461
526,0.6824216646456841
527,0.7388764642688277
528,0.8131422475174394
529,0.664305189303197
530,0.5820543992887094
531,0.662800789002563
532,0.3946578913680672
533,0.4687371460402004
534,0.7734672243532256
535,0.44815522908061034
536,0.7881635164134104
537,0.3736461344382098
538,0.8807923485313338
539,0.7869640939792694
540,0.7705080851224336
541,0.6838985457606856
542,0.4431244108513789
543,0.4626191578398285
544,0.07330528645251408
545,0.7343749786920193
546,0.929023131371039
547,0.6639157616410909
548,0.7606028151685733
549,0.6685911339200555
550,0.07851973880685532
551,0.9185179247562921
552,0.9107308329529326
553,0.15744278109577137
554,0.25684338115442545
555,0.9102463404366122
556,0.7197969606865318
557,0.4735364304151331
558,0.16622326408381802
559,0.8572835814374258
560,0.8961977199185363
561,0.20939895102531914
562,0.709219841915333
563,0.9199016432044661
564,0.5914886352077992
565,0.37957247339003736
566,0.7454883989091868
567,0.699144597148234
568,0.5575964328715344
569,0.38519665105759654
570,0.8480185006374638
571,0.9129161682686336
572,0.41163584482699733
573,0.12861356685280853
574,0.8131422475174394
575,0.4127360663943547
576,0.5563751406994574
577,0.9436961714772268
578,0.7534255878126807
579,0.7739497603306529
580,0.4444970608288436
581,0.6105661953014481
582,0.6025168007092996
583,0.7050784320242826
584,0.8707091145660599
585,0.32518868778018456
586,0.3851903250470275
587,0.7455739599629135
588,0.49506864094890085
589,0.4534919600595078
590,0.19404765457137335
591,0.8099509527229112
592,0.8240140557424236
593,0.17938291590128
594,0.40290364187058264
595,0.4806240242351726
596,0.5792991562505115
597,0.6407779549862374
598,0.5987558738516128
599,0.70338268815735
600,0.5917653878285246
601,0.25698066190688457
602,0.6064139563385459
603,0.5884657921700444
604,0.510376909228996
605,0.8720386591444075
606,0.9097269593500622
607,0.5685023468470928
608,0.8707091145660599
609,0.5228758920227322
610,0.7739497603306529
611,0.32448604657878144
612,0.7379760738529376
613,0.42602888543363904
614,0.7941046567112047
615,0.9206757658968237
616,0.4221377539338473
617,0.8982306052067683
618,0.8807923485313338
619,0.2723645344597852
620,0.7988821030786498
621,0.9183157701418617
622,0.8906433360116714
623,0.3706381030368526
624,0.32714178125002846
625,0.5403717276001564
626,0.8541104550351649
627,0.6718202878173065
628,0.9129161682686336
629,0.632269093566285
630,0.9238389137251727
631,0.11162313843266276
632,0.21092473534478642
633,0.8267566874363959
634,0.9102463404366122
635,0.7474040547253388
636,0.7437029206502984
637,0.7917662236806176
638,0.5702948955434806
639,0.8158692243277218
640,0.30334158243398235
641,0.6348440497304951
642,0.8839149747799758
643,0.6693443054990377
644,0.31817525131879504
645,0.9099607917534872
646,0.587377729571524
647,0.14162975397569924
648,0.2031449362300737
649,0.8313297253790758
650,0.8156587749302778
651,0.37984058820160094
652,0.8881251509903864
653,0.7547352526931788
654,0.7200558956521625
655,0.07851973880685532
656,0.1397026027032298
657,0.47699702082569134
658,0.35473297064682474
659,0.8869606491082384
660,0.7962034760925778
661,0.6441209698238299
662,0.07995902903084855
663,0.5933929180983534
664,0.5220683170899656
665,0.7782120061606977
666,0.44216680193208086
667,0.8890949432397597
668,0.16262941415380458
669,0.3985882301672206
670,0.8597639414151177
671,0.33593258136726795
672,0.46758775719118784
673,0.5572937699145665
674,0.476282435532637
675,0.8777487538703296
676,0.6977159709515746
677,0.9203366938790344
678,0.2150727821541282
679,0.5685799463488681
680,0.6046516667814342
681,0.7809568843204989
682,0.8131422475174394
683,0.42602888543363904
684,0.5575964328715344
685,0.5280546815888584
686,0.7456866258110568
687,0.8720386591444075
688,0.5229710550084273
689,0.5808204706832389
690,0.7798208424439927
691,0.7642874645951127
692,0.8838497454393478
693,0.5392099163169229
694,0.6796892182798555
695,0.48968650048134693
696,0.8121934605899941
697,0.45948665949824896
698,0.11870932947782768
699,0.2191267294449931
700,0.7719563291138325
701,0.20604132021247085
702,0.7178903576558459
703,0.1990169900325606
704,0.30751484030450765
705,0.5424041200005145
706,0.28965680636749547
707,0.8490606362931884
708,0.5505768609163344
709,0.4805138046510273
710,0.5070625002958669
711,0.5150441495901316
712,0.1263179436947389
713,0.5445701384646247
714,0.703971205356927
715,0.5841973387030559
716,0.1066503259202768
717,0.37742659896244024
718,0.08143841099400519
719,0.5196832580677843
720,0.7214467299721973
721,0.309580294022378
